Date,Closing Price,Volume
2023-04-12,160.10000610351562,50133100
2023-04-13,165.55999755859375,68445600
2023-04-14,165.2100067138672,49386500
2023-04-17,165.22999572753906,41516200
2023-04-18,166.47000122070312,49923000
2023-04-19,167.6300048828125,47720200
2023-04-20,166.64999389648438,52456400
2023-04-21,165.02000427246094,58337300
2023-04-24,165.3300018310547,41949600
2023-04-25,163.77000427246094,48714100
2023-04-26,163.75999450683594,45498800
2023-04-27,168.41000366210938,64902300
2023-04-28,169.67999267578125,55209200
